entity,label,count
25 sec,QUANTITY,1
248ab,ORG,1
3000000 fiscal year 2009 2010,DATE,1
210n14,CARDINAL,1
2112,CARDINAL,1
21 2010 4,DATE,1
21 2010 3114,DATE,1
21 2010 1978,DATE,1
20e,CARDINAL,1
203b,PRODUCT,1
203c2a,CARDINAL,1
203d,CARDINAL,1
203d 4,PRODUCT,1
203i1,CARDINAL,1
2042 17,CARDINAL,1
204b,CARDINAL,1
204d,CARDINAL,1
2050,DATE,1
205a,CARDINAL,1
205a1,CARDINAL,1
205b,CARDINAL,1
205f,CARDINAL,1
205f,PRODUCT,1
210n9,CARDINAL,1
210n 13,PRODUCT,1
210 4,CARDINAL,1
210h9,CARDINAL,1
21 2010 9a2,DATE,1
21 2010 date one day end,DATE,1
21 2010 ii,TIME,1
21 2010 ii clause ii,DATE,1
21 2010 ii effective date,DATE,1
21 2010 month,DATE,1
21 2010 sec,QUANTITY,1
21 2010 third,DATE,1
21 27,CARDINAL,1
21 section 4082c,DATE,1
210 2,PRODUCT,1
210 5,PRODUCT,1
248a2,CARDINAL,1
210 day date,DATE,1
2105,CARDINAL,1
210a1ai,CARDINAL,1
210b1,CARDINAL,1
210c8,CARDINAL,1
210h,CARDINAL,1
4 sub,CARDINAL,1
3cg,ORDINAL,1
3 4,DATE,1
3109,CARDINAL,1
307 12,CARDINAL,1
307a,PRODUCT,1
31,DATE,1
31 2009,DATE,1
31 2011,DATE,1
31 2012 2,DATE,1
310 percent,PERCENT,1
3101b7,CARDINAL,1
3105d3,CARDINAL,1
3109b,DATE,1
371c1e,CARDINAL,1
311 18,CARDINAL,1
312b 313,PRODUCT,1
3310,DATE,1
333,CARDINAL,1
333,PRODUCT,1
356 bank protection,MONEY,1
364a,PRODUCT,1
365day,DATE,1
36a,DATE,1
307,CARDINAL,1
30512 usc 1464,DATE,1
305,CARDINAL,1
304c4,CARDINAL,1
327 percent,PERCENT,1
327a,PRODUCT,1
327b,PRODUCT,1
329section 329,PRODUCT,1
32a,CARDINAL,1
33 34,DATE,1
330,CARDINAL,1
330 day,DATE,1
3303a4,CARDINAL,1
3132a1d,CARDINAL,1
312b2c,CARDINAL,1
312b2b,CARDINAL,1
312b1a,CARDINAL,1
3007,DATE,1
300gg91 2,CARDINAL,1
302b6,CARDINAL,1
303,CARDINAL,1
303f,PRODUCT,1
304,CARDINAL,1
371,PRODUCT,1
371ce,ORG,1
3e,CARDINAL,1
3355 12,DATE,1
3345,DATE,1
3346,DATE,1
3347,DATE,1
3350,DATE,1
33508,DATE,1
3351b,DATE,1
3351d,DATE,1
3353,DATE,1
3354,DATE,1
19b3,CARDINAL,1
3730h,DATE,1
3401,CARDINAL,1
3413,DATE,1
342,PRODUCT,1
347b,PRODUCT,1
35000000 fiscal year 2011 2012,DATE,1
3501,CARDINAL,1
35025,CARDINAL,1
35025,DATE,1
3513,CARDINAL,1
3342,CARDINAL,1
3339,DATE,1
3338,CARDINAL,1
3533,DATE,1
375000,CARDINAL,1
375b,PRODUCT,1
375b9di,CARDINAL,1
3798,DATE,1
38,CARDINAL,1
38 12 usc 1831o,DATE,1
3803,CARDINAL,1
38a,CARDINAL,1
38k,CARDINAL,1
3907a1,CARDINAL,1
39c,CARDINAL,1
3a4,CARDINAL,1
3a6,CARDINAL,1
3a62,CARDINAL,1
3bi,ORDINAL,1
3c 2,CARDINAL,1
358,CARDINAL,1
356,CARDINAL,1
3332a,DATE,1
326,PRODUCT,1
326,CARDINAL,1
3ca2c,CARDINAL,1
4701,DATE,1
457b,PRODUCT,1
45a,DATE,1
46 51,DATE,1
461,CARDINAL,1
461b,PRODUCT,1
461b7,PRODUCT,1
4645,CARDINAL,1
469,CARDINAL,1
46a2,CARDINAL,1
4719,DATE,1
324section 324,PRODUCT,1
475000000000,CARDINAL,1
479a1a 28,CARDINAL,1
47bx,ORDINAL,1
481 482,CARDINAL,1
482,CARDINAL,1
4890,CARDINAL,1
4901,DATE,1
4909,DATE,1
4aa3,CARDINAL,1
4173,CARDINAL,1
417,CARDINAL,1
4110d2,CARDINAL,1
4 section 1402 15 usc 1701,DATE,1
3e2,CARDINAL,1
3q 8,CARDINAL,1
3q1,CARDINAL,1
3q2,CARDINAL,1
3y3,CARDINAL,1
4,DATE,1
4 12,CARDINAL,1
4 2,QUANTITY,1
4 4,CARDINAL,1
4 4,DATE,1
4 5,QUANTITY,1
4 5ba 5bb,DATE,1
4 7 8,DATE,1
4 9,DATE,1
4 clarification,QUANTITY,1
4 fiscal year 2014 2000000000,DATE,1
4 modify section,QUANTITY,1
4 percent,PERCENT,1
4 precede fiscal year,DATE,1
4ac commodity exchange act,ORG,1
4b,PRODUCT,1
4b1,CARDINAL,1
44212c,DATE,1
443 percent,PERCENT,1
45,CARDINAL,1
45 day long period,DATE,1
45000000 fiscal year 2009 2012,DATE,1
3ca4a,CARDINAL,1
3ca3a,CARDINAL,1
3000000000,CARDINAL,1
323 2,PRODUCT,1
3132a7,CARDINAL,1
313f,PRODUCT,1
314,PRODUCT,1
315 2,PRODUCT,1
317a1,CARDINAL,1
318,CARDINAL,1
318,PRODUCT,1
3208a,DATE,1
3217,CARDINAL,1
3217 june 30,DATE,1
321a,CARDINAL,1
442b6 443b6 cranstongonzalez,MONEY,1
4402,DATE,1
4b1,MONEY,1
4401,DATE,1
457e1a,CARDINAL,1
4519,DATE,1
4173 3217,DATE,1
450220 12,DATE,1
418,CARDINAL,1
419,CARDINAL,1
42 percent,PERCENT,1
42 usc,QUANTITY,1
42e3a,CARDINAL,1
43,CARDINAL,1
43 12 usc,DATE,1
4302,CARDINAL,1
4309,DATE,1
4311,DATE,1
4311b,DATE,1
4313,DATE,1
435,CARDINAL,1
44 percent,PERCENT,1
440,CARDINAL,1
3 4 5,DATE,1
3 2004,DATE,1
505a,CARDINAL,1
77ca2,CARDINAL,1
78o4c,PERSON,1
78o4d,CARDINAL,1
78d6,PRODUCT,1
78d5,PRODUCT,1
78d4,PRODUCT,1
78d3,PRODUCT,1
77b1,PRODUCT,1
77ba11,CARDINAL,1
77c,CARDINAL,1
77e,DATE,1
78c1,CARDINAL,1
77f,DATE,1
77h1,CARDINAL,1
77hhh,CARDINAL,1
77qqqa1,GPE,1
77r,DATE,1
77td3a,PERSON,1
77x 4,DATE,1
77zzz,CARDINAL,1
788 percent,PERCENT,1
78o11,CARDINAL,1
78n1,CARDINAL,1
78mm,QUANTITY,1
78mb1,CARDINAL,1
78j1i1b,CARDINAL,1
78d8,CARDINAL,1
78d9,CARDINAL,1
78dd,ORDINAL,1
78dddd1c,CARDINAL,1
78ee,FAC,1
78ee,ORDINAL,1
78f,DATE,1
78fg5bi,PRODUCT,1
78gc1a,PRODUCT,1
78j,DATE,1
78j 15,DATE,1
78j2,CARDINAL,1
772,CARDINAL,1
78j3,CARDINAL,1
78li,ORDINAL,1
78lll 11,CARDINAL,1
78m1,CARDINAL,1
78m2,PRODUCT,1
78b,CARDINAL,1
78c2,PRODUCT,1
78sh4,CARDINAL,1
7ab2f,PERSON,1
8 percent,PERCENT,1
8 section 19e 12 usc 1829e,DATE,1
80,CARDINAL,1
8000000 fiscal year 2011 2015,DATE,1
804 2,CARDINAL,1
804c,PRODUCT,1
805a 3,CARDINAL,1
806e,PRODUCT,1
80a 3c,DATE,1
7a2c1,CARDINAL,1
78c3,PRODUCT,1
78ob11,CARDINAL,1
7a2a,DATE,1
78oc3,PRODUCT,1
78p2,PRODUCT,1
78pp,ORDINAL,1
78q 15,DATE,1
78qf2,CARDINAL,1
78sb1,DATE,1
78sb3,GPE,1
8 month,DATE,1
8 4,DATE,1
8 2002 11,DATE,1
8 2,CARDINAL,1
78c4,PRODUCT,1
78c5,CARDINAL,1
78ca4bviii,CARDINAL,1
78ca68a,PRODUCT,1
78ca78 2,CARDINAL,1
78o8,PRODUCT,1
78o9,CARDINAL,1
78o9,NORP,1
7a2c2b,PRODUCT,1
7ac8,LAW,1
7b2c,CARDINAL,1
7b3eii,ORG,1
7d3,LAW,1
7e1,CARDINAL,1
7e1,PRODUCT,1
7j,CARDINAL,1
7th,ORDINAL,1
8 10,CARDINAL,1
8 12 usc 1466a,DATE,1
60 day date,DATE,1
60,CARDINAL,1
6 year date,DATE,1
5 clarification,QUANTITY,1
4sb6,CARDINAL,1
4se,ORDINAL,1
4th,ORDINAL,1
4th day date,DATE,1
4year,CARDINAL,1
5 10,CARDINAL,1
5 18a1b,CARDINAL,1
5 2,CARDINAL,1
5 5a,CARDINAL,1
5 day,DATE,1
5325,CARDINAL,1
5 day 2,DATE,1
5 fiscal year 2015 2250000000,DATE,1
513c1,CARDINAL,1
513d,PRODUCT,1
5200b,DATE,1
5331,DATE,1
5341,DATE,1
5343,CARDINAL,1
5344,DATE,1
4q,CARDINAL,1
4p,CARDINAL,1
4m3,CARDINAL,1
4l1,ORG,1
505a6 grammleachbliley,MONEY,1
509,CARDINAL,1
51,DATE,1
5106,DATE,1
5107,DATE,1
5112,DATE,1
5113,CARDINAL,1
5136a,DATE,1
5136c,DATE,1
5 year 19,DATE,1
5 section 1416a 15 usc 1715a,DATE,1
5 notice hearingno,QUANTITY,1
5 ii,QUANTITY,1
4e,CARDINAL,1
4fa1 commodity exchange,ORG,1
4h,CARDINAL,1
4i,CARDINAL,1
4j2,ORG,1
4l 4m bank,MONEY,1
5345,DATE,1
5346,DATE,1
5361,CARDINAL,1
5219b 12,DATE,1
5220b,DATE,1
5231k 2,DATE,1
5240,DATE,1
5242,CARDINAL,1
5244,CARDINAL,1
529,CARDINAL,1
530,CARDINAL,1
5300000000000,CARDINAL,1
5301f3aii,GPE,1
5302,CARDINAL,1
5303 12 usc,DATE,1
5311 12 usc,DATE,1
5313,CARDINAL,1
5314,CARDINAL,1
5314,DATE,1
5316,CARDINAL,1
5321,DATE,1
5322,DATE,1
5323,DATE,1
5220,DATE,1
5219a,CARDINAL,1
5364,CARDINAL,1
5327 12 usc,DATE,1
5365 12,DATE,1
5366,DATE,1
5367,DATE,1
5368,DATE,1
5369,DATE,1
5371,PRODUCT,1
5372,DATE,1
5373,CARDINAL,1
5381 12,DATE,1
5382,CARDINAL,1
5383,CARDINAL,1
5385,CARDINAL,1
5386,DATE,1
5387 12 usc,DATE,1
5388 12,DATE,1
5389,CARDINAL,1
5332,DATE,1
5330,CARDINAL,1
5216,DATE,1
78sb4d,CARDINAL,1
78u 78aa,DATE,1
3 11,CARDINAL,1
2711,DATE,1
712,CARDINAL,1
712,PRODUCT,1
714a,PRODUCT,1
714b,PRODUCT,1
714d,PRODUCT,1
4de,CARDINAL,1
4d1c,CARDINAL,1
4ciii,CARDINAL,1
2802,DATE,1
275,CARDINAL,1
24a,CARDINAL,1
2752042,DATE,1
27520642,CARDINAL,1
27520642b6,CARDINAL,1
2763a455,CARDINAL,1
27a,DATE,1
27b 27e,DATE,1
27f,DATE,1
28 day long period,DATE,1
28 percent,PERCENT,1
7104,DATE,1
71 72,DATE,1
706e,PRODUCT,1
704,CARDINAL,1
769,PRODUCT,1
72019,DATE,1
714f1a,CARDINAL,1
7 3,CARDINAL,1
714f,PRODUCT,1
7 4,DATE,1
7 business day,DATE,1
7 department housing urban development,MONEY,1
7 section 1205b 12 usc 1818,DATE,1
7 section 21b 21c,DATE,1
7 usc,DATE,1
7 year,DATE,1
70,DATE,1
70,MONEY,1
700000000000,CARDINAL,1
7001,DATE,1
701b,NORP,1
703,CARDINAL,1
703f,PRODUCT,1
2804,DATE,1
2805b,DATE,1
78u2,CARDINAL,1
2702,DATE,1
2605f,DATE,1
2605j3,CARDINAL,1
2606b,DATE,1
2607d,DATE,1
2614,DATE,1
2616,DATE,1
2617,CARDINAL,1
2683,DATE,1
270 day,DATE,1
2703,DATE,1
2806,CARDINAL,1
2704,DATE,1
2707,DATE,1
2905,DATE,1
2a 4,CARDINAL,1
2a13,FAC,1
2nd,CARDINAL,1
2nd,ORDINAL,1
2year period end date,DATE,1
3,DATE,1
2605e,DATE,1
2602,DATE,1
26 usc 1256,DATE,1
25b 12 usc,DATE,1
2806,DATE,1
286,PRODUCT,1
286hha6,CARDINAL,1
286tt,PRODUCT,1
28a,CARDINAL,1
28e 12 usc,DATE,1
2901,DATE,1
2902,DATE,1
2903c,DATE,1
2710 2009,DATE,1
2709 2710,DATE,1
2709,DATE,1
2708,CARDINAL,1
25000 day,DATE,1
250000 2,DATE,1
2500000000,CARDINAL,1
251,CARDINAL,1
255,CARDINAL,1
256h,ORG,1
769,CARDINAL,1
76,CARDINAL,1
752,PRODUCT,1
6f,CARDINAL,1
6802e5,CARDINAL,1
6aa,ORDINAL,1
6ab,ORDINAL,1
6b 4,CARDINAL,1
6c,CARDINAL,1
770,CARDINAL,1
6c,PRODUCT,1
6ca1,PERSON,1
6e,CARDINAL,1
6i2,CARDINAL,1
752,CARDINAL,1
6m3,CARDINAL,1
6m3,PRODUCT,1
6o1,PRODUCT,1
6o1a1,DATE,1
6r,CARDINAL,1
6year,CARDINAL,1
66,CARDINAL,1
657 1005 1006 1007 1008 1014 1032 1341 1343 1344,DATE,1
657,CARDINAL,1
6802,CARDINAL,1
6801b,DATE,1
6801,CARDINAL,1
6701,DATE,1
78u4,CARDINAL,1
78u4b2,PRODUCT,1
78u6,PRODUCT,1
78u7,CARDINAL,1
78ud3ci,PRODUCT,1
78wb1,CARDINAL,1
78y,CARDINAL,1
79621,DATE,1
799 percent,PERCENT,1
79a,CARDINAL,1
7a 2,CARDINAL,1
7a1a,CARDINAL,1
772,PRODUCT,1
7701a36,CARDINAL,1
60 day later,DATE,1
6b1,CARDINAL,1
660000000 2020 705000000,DATE,1
662,CARDINAL,1
67,CARDINAL,1
65 66,DATE,1
60 month,DATE,1
60 percent,PERCENT,1
7 13c4,CARDINAL,1
72,CARDINAL,1
7214a,DATE,1
7215c6,ORG,1
7217d3,PRODUCT,1
7219,DATE,1
721b,PRODUCT,1
721d,PRODUCT,1
723a1b,PRODUCT,1
725000,CARDINAL,1
727,CARDINAL,1
731,CARDINAL,1
733,CARDINAL,1
733,PRODUCT,1
74,CARDINAL,1
749,CARDINAL,1
749,PRODUCT,1
7500,CARDINAL,1
75000000,CARDINAL,1
75000000 250000000,DATE,1
7 2008,DATE,1
7 11,CARDINAL,1
602,CARDINAL,1
621 13,CARDINAL,1
603,PRODUCT,1
603p,CARDINAL,1
603p,PRODUCT,1
604a,CARDINAL,1
604section 604 expe,PRODUCT,1
605f1,CARDINAL,1
609d,CARDINAL,1
609section,CARDINAL,1
6102,DATE,1
6105,DATE,1
613,CARDINAL,1
613 de novo,QUANTITY,1
614,CARDINAL,1
614,PRODUCT,1
615d,PRODUCT,1
615d2b,CARDINAL,1
615e 628,PRODUCT,1
617,CARDINAL,1
617,PRODUCT,1
19b7,CARDINAL,1
min imum,PERSON,1
19b2,CARDINAL,1
united state secretary department housing urban development department housing urban development person,ORG,1
section 21 19,LAW,1
section 220d2,LAW,1
92564,CARDINAL,1
section 229402,LAW,1
section 22h,LAW,1
section 274,LAW,1
section 2554b2,LAW,1
section 502 509,LAW,1
section 25,LAW,1
section 23c4,LAW,1
section 2061 2,LAW,1
921 922,PRODUCT,1
section 23b1,LAW,1
united state purpose subsection federal national mortgage association federal home loan mortgage corporation federal home loan bank,ORG,1
section 233b2,LAW,1
section 230262,LAW,1
922a,NORP,1
united state provision law e,ORG,1
section 2301a,LAW,1
section 2301,LAW,1
section 210a2 2,LAW,1
section 210a5,LAW,1
section 210c10b,LAW,1
section 2112,LAW,1
989h,PRODUCT,1
united state court comptroller general united state shall submit committee bank housing urban affair committee judiciary senate committee financial service committee judiciary house,ORG,1
989i,PRODUCT,1
section 1348 2,LAW,1
united state iii statute limitationsan action,ORG,1
united state include bank,ORG,1
united state insurer,ORG,1
929,PRODUCT,1
section 502e5 15,LAW,1
section 502h4b,LAW,1
united state place,ORG,1
section 21e,LAW,1
section 21a,LAW,1
section 214e1 15 usc,LAW,1
united state one foreign government authority,ORG,1
929a,CARDINAL,1
943,PRODUCT,1
929a,PRODUCT,1
929b,PRODUCT,1
section 21,LAW,1
section 202a1a,LAW,1
k l subsection n p q,ORG,1
section 19d6a,LAW,1
section 1a18bii,LAW,1
section 1a18aii 2,LAW,1
section 508 housing urban development act,LAW,1
united state monitor,ORG,1
931,CARDINAL,1
931,PRODUCT,1
section 1a ii,LAW,1
93100 12 usc 1470a,DATE,1
united state may institute criminal proceeding,ORG,1
section 19b,LAW,1
935,PRODUCT,1
united state code b disclosuresnotwithstanding provision,ORG,1
dodd frank wall street,PERSON,1
delaware state incorporation organization covered financial company respect bridge finan,ORG,1
officesthe principal office bureau shall district columbia,ORG,1
judiciary senate b committee bank housing urban affair senate c committee judiciary house,ORG,1
judiciary senate committee financial service committee judiciary house,ORG,1
july 13,DATE,1
june 1 2010,DATE,1
june 30,DATE,1
section 1a48,LAW,1
section 505a,LAW,1
section 2 act b national credit union administration,LAW,1
united state national credit union administration national credit union administration board,ORG,1
united state maturity,ORG,1
section 19a,LAW,1
united state manner,ORG,1
united state license,ORG,1
united state less,ORG,1
section 19 ii register commission,LAW,1
section 19 bb act counterparty,LAW,1
942,CARDINAL,1
united state investment commission,ORG,1
united state international trade policy administration united state trade agreement program,ORG,1
united state international standard except commission,ORG,1
united state international commu nity c additional duty commission designees commission,ORG,1
section 18 12,LAW,1
942,PRODUCT,1
943,CARDINAL,1
united state maturity suitable need bureau fund determine bureau,ORG,1
935,CARDINAL,1
section 201,LAW,1
934,CARDINAL,1
section 5316,LAW,1
united state court jurisdiction person clerk court,ORG,1
section 529,LAW,1
section 5154,LAW,1
section 1508,LAW,1
section 1507 12,LAW,1
united state fund eign government protection,ORG,1
section 1503 12 usc,LAW,1
section 1503,DATE,1
section 14a,LAW,1
967,CARDINAL,1
section 1461,LAW,1
united state federal banking agency commission,ORG,1
section 5197,LAW,1
section 1361,LAW,1
united state financial institution,ORG,1
section 1403,LAW,1
united state federal trade commission,ORG,1
section 1401,LAW,1
section 14,LAW,1
default lessee,PERSON,1
section 154b1bii,LAW,1
united state fund foreign government,ORG,1
united state fund foreign government protection,ORG,1
section 1472,LAW,1
919a2d,CARDINAL,1
section 27a,LAW,1
section 50 15,LAW,1
8321,CARDINAL,1
8308,CARDINAL,1
8307,CARDINAL,1
8306,CARDINAL,1
wherein community development financial,ORG,1
814b,PRODUCT,1
814d,PRODUCT,1
817a,PRODUCT,1
section 43,LAW,1
817a 2,PRODUCT,1
8201,DATE,1
8202,DATE,1
820b2,CARDINAL,1
8221,CARDINAL,1
8231,DATE,1
8232,DATE,1
824f,PRODUCT,1
section 422b6,LAW,1
8304,DATE,1
section 17b1b,LAW,1
section 17 security act,LAW,1
united state housing act,ORG,1
9d,CARDINAL,1
united state enter trade directly,ORG,1
9month,ORDINAL,1
abet,ORG,1
abet authority securi,ORG,1
abet authority security,ORG,1
abet counsel command,ORG,1
abet standard knowledge,ORG,1
abet standard knowledge satis fied,ORG,1
united state court comptroller general united state shall evaluate,ORG,1
united state court comptroller general united state shall monitor,ORG,1
section 546,LAW,1
section 54,LAW,1
981a1d,CARDINAL,1
section 13n,LAW,1
section 521b,LAW,1
section 13c4gi,LAW,1
section 13b1,LAW,1
united state district court district,ORG,1
united state district columbia engage,ORG,1
section 552b3,LAW,1
9b,CARDINAL,1
united state government council,ORG,1
united state code unenforceability,ORG,1
section 16 12,LAW,1
section 5136a,LAW,1
section 15fe,ORG,1
section 15f,LAW,1
section 15d,LAW,1
section 15ca2,LAW,1
united state government agency,ORG,1
955,CARDINAL,1
section 15c3 ii,LAW,1
united state generalthe commission,ORG,1
section 158b,LAW,1
979,CARDINAL,1
979,PRODUCT,1
section 2791,LAW,1
9e,CARDINAL,1
united state coun,ORG,1
9a ii,QUANTITY,1
9a1,CARDINAL,1
9ai,ORDINAL,1
k,ORG,1
k4b,PERSON,1
section 3f,LAW,1
submit congress preliminary report,ORG,1
incur issuer role issuer authorization clearance,ORG,1
payday,DATE,1
insert comptroller currency k,PERSON,1
institution federal reserve act,ORG,1
para graph format bureau,ORG,1
insert semi,PERSON,1
insert state saving association state bank,ORG,1
insert subpoe,PERSON,1
insert subsidiary bank,ORG,1
insert subsidiary bank federal saving association define section,ORG,1
inspec tion examination security exchange commission,ORG,1
submit congress commission,ORG,1
insert subsidiary department division,ORG,1
para graph bank,ORG,1
insert comptroller ii,ORG,1
insert subsidiary department division bank,ORG,1
para graph,ORG,1
submit congress,ORG,1
panel generalif,ORG,1
packer stockyard,ORG,1
incur issuer,ORG,1
incur deposit insurance fund material,ORG,1
incur agency bank,ORG,1
inclusiona person,PERSON,1
insert bureau ii,ORG,1
insert comp,PERSON,1
penas,GPE,1
informa tion bureau shall,ORG,1
section 9 12 usc 1467,LAW,1
section 8v,LAW,1
poena,ORG,1
house representative committee banking housing urban affair finance senate,ORG,1
power power bureauthe bureau authorize establish general policy bureau,ORG,1
sunday day,DATE,1
potential consequence subject insurance company federal resolution authority,ORG,1
summer,DATE,1
hud document entitle,PRODUCT,1
ii de minimis ii,PERSON,1
ii subpoenasa subpoena require attendance,ORG,1
iii objectionsa person,PERSON,1
successive year third year every fifth year date,DATE,1
possessionif lessee,PERSON,1
include least 1,CARDINAL,1
insert subsidiary department division bank federal saving association,ORG,1
inspector general department treasury,ORG,1
l exist depository institution,ORG,1
mony,PERSON,1
september 22 1988,DATE,1
september 30 year,DATE,1
september 30 2020,DATE,1
modela financial institution,ORG,1
modifica,PRODUCT,1
september 30 2011,DATE,1
month month,DATE,1
september 30 1996,DATE,1
september 25,DATE,1
mittee financial service committee appro priations house,ORG,1
submit congress report describe responsibility management commission,ORG,1
nonbank finan cial company supervise board governor bank hold company describe subsection council,ORG,1
mort,PERSON,1
motorcycle motor home,ORG,1
multiple 100 1000,CARDINAL,1
multiyear,DATE,1
munic ipal,ORG,1
munic ipal security dealer,ORG,1
nonbank finan cial company foreign nonbank financial company nonbank financial company supervise board,ORG,1
nonbank financial company council,ORG,1
house representa tives committee bank housing urban affair committee finance,ORG,1
later 500 pm eastern time,TIME,1
section department housing urban development regard,ORG,1
subordi nates,PERSON,1
submit council committee financial service house representative committee bank housing urban affair,ORG,1
section 912,LAW,1
submit data,ORG,1
passage house,ORG,1
subsection committee bank housing urban affair senate committee financial service house,ORG,1
insert comptroller ii subparagraph,PERSON,1
insert corpora tion 3,PERSON,1
insert designee comptroller,PERSON,1
insert federal trade commission federal banking agency,ORG,1
subsection committee bank housing urban affair senate,ORG,1
participant cre,PERSON,1
partici pat,PERSON,1
insert iii insert,PERSON,1
insert member,PERSON,1
section 904a2,LAW,1
insert notwithstanding iii,PERSON,1
para graph shall supersede,ORG,1
subparagraphs b committee bank housing urban affair senate committee financial serv ice house,ORG,1
insert para,PERSON,1
insert bureau c subsection b,ORG,1
insert bureau c strike commission,ORG,1
period national banking association subject cease desist order formal enforcement order issue memorandum,ORG,1
office comptroller currency board governor federal reserve system federal deposit insur,ORG,1
submit board fund,ORG,1
ordersin,ORG,1
order court united state action,ORG,1
submit,ORG,1
one year date,DATE,1
january 1 2014,DATE,1
one year,DATE,1
one two,CARDINAL,1
statusthe bureau employer federal reserve system,ORG,1
later 1 2011,DATE,1
insert bureau board place,ORG,1
nov 24 2008 1748,DATE,1
november 23 2009,DATE,1
section bureau fund bureau fund shall,ORG,1
nova,LOC,1
standard board appraisal foundation,ORG,1
stability united state h require supervision board governor nonbank financial company,ORG,1
section c1eiv,ORG,1
section clayton,ORG,1
section committee bank housing urban affair senate committee financial service house,ORG,1
january 1 first calendar year,DATE,1
january 1 2012,DATE,1
january 1 2008 3 2008,DATE,1
irs,ORG,1
january 14 2008 3,DATE,1
la clearing,ORG,1
la commodity exchange,ORG,1
labor house,ORG,1
office comptroller currency corporation board,ORG,1
section 915a2a,LAW,1
last fiscal year,DATE,1
late 2 month,DATE,1
later 1 12 month date,DATE,1
studythe comptroller general united state shall,ORG,1
january 1 year,DATE,1
later 5 year,DATE,1
submit bureau final decision bureau shall,ORG,1
instruc,ORG,1
inter national community iii additional duty commission de igneesthe commission,ORG,1
section 914,LAW,1
inter national prudential,ORG,1
international banking act nonbank financial company supervise board,ORG,1
ots,ORG,1
later 3 month date,DATE,1
section 941,LAW,1
sta bility united state,ORG,1
section 952,LAW,1
section 982a3,LAW,1
standard national bank saving association national,ORG,1
number department housing urban development housing counsel,ORG,1
standard national bank saving association,ORG,1
owe united state,ORG,1
submit clearing,ORG,1
institution ii evaluate potential consequence,ORG,1
section 904,LAW,1
section 903,LAW,1
informa tion council,ORG,1
successive year fifth year date,DATE,1
person register bureau c consultation,ORG,1
insert board,ORG,1
insert board consultation,ORG,1
person reg,PERSON,1
insert board h subsection,ORG,1
person bureau bureau,ORG,1
insert comptroller currency ii,PERSON,1
insert bureau board amendment,ORG,1
standard subsection board,ORG,1
later 15 month,DATE,1
section council,ORG,1
later 15 day,DATE,1
later 30,CARDINAL,1
sta,ORG,1
sr01 1,PRODUCT,1
nov 24 2008 1546,DATE,1
nov 24 2008 1533,DATE,1
section council act office financial research shall,ORG,1
later 2 week,DATE,1
section board office comptroller currency,ORG,1
later 180 day date,DATE,1
section board,ORG,1
later 1 business day date,DATE,1
state national bank federal saving association enforce provision title b enforcement rule,ORG,1
occupational safety health administration department,ORG,1
obligation united state agency,ORG,1
state national bank federal saving association district court,ORG,1
state insur,ORG,1
later 12 month date,DATE,1
objectiona,ORG,1
later 120 day end fiscal year,DATE,1
verdate nov 24 2008 0341,DATE,1
84b3,PRODUCT,1
19b1aiv,CARDINAL,1
united state code b government corporation,ORG,1
congress commission,ORG,1
congress effort bureau fulfill fair lending,ORG,1
congress sec 1017,ORG,1
congress sec 989h,ORG,1
corporation chairman board governor,ORG,1
corporation department housing urban development national credit union administration office comptroller currency office thrift supervision federal reserve bank,ORG,1
section 106a4f,LAW,1
december 1 2009,DATE,1
date quarter,DATE,1
day 30 day,DATE,1
december 31 2013,DATE,1
united state code b extension,ORG,1
de novo branch,PERSON,1
dealer reg istered act ii investment company register commission investment company,ORG,1
section 105b,LAW,1
section 5cc2b,LAW,1
corporation para,PERSON,1
december 23 2008,DATE,1
section 104d,LAW,1
december 31 2010,DATE,1
congress authorize commission,ORG,1
section 109,LAW,1
congress appropriate committee congress except bureau permit,ORG,1
congress security exchange commission,ORG,1
united state code concern,ORG,1
control group statusthe bureau employer federal reserve system,ORG,1
convene council,ORG,1
united state code commission,ORG,1
cor poration,ORG,1
cor poration agency,ORG,1
united state code board governor corporation shall notify company,ORG,1
section 1076 2,LAW,1
consulta tion agency,ORG,1
camper,ORG,1
section 10b,LAW,1
section 5ba,LAW,1
united state code f,ORG,1
united state code extent person act capacity,ORG,1
united state code event failure,ORG,1
confirm senate,ORG,1
united state code equivalent designation,ORG,1
section 10ba,DATE,1
section 10am act,LAW,1
december 31 2012,DATE,1
december 8 1997,DATE,1
united state code rate individual,ORG,1
united state code law rule regulation subject jurisdiction,ORG,1
section 120,LAW,1
section 12 12 usc,LAW,1
chapter 57,LAW,1
united state code n,ORG,1
chapter 7 11,LAW,1
section 5ab2f,LAW,1
united state code life insurance plan establish bureau,ORG,1
united state code life insurance,ORG,1
china,GPE,1
united state code law,ORG,1
section 104,LAW,1
section 11l,LAW,1
section 11e,LAW,1
section 11b 3,LAW,1
section 11ab,LAW,1
section 113 2,LAW,1
united state code provision,ORG,1
united state code provision law authority comptroller currency,ORG,1
united state code provision law comptroller general united state subsection refer comptroller general shall,ORG,1
section 1204c3,LAW,1
section 11r2,ORG,1
con,ORG,1
united state code f staffthe commission,ORG,1
con cerning motor vehicle,ORG,1
date 1 year date,DATE,1
united state code b investment company,ORG,1
united state code b public company,ORG,1
section 1061,LAW,1
council council,ORG,1
council n annually,ORG,1
section 1062 2,LAW,1
council shall notify nonbank financial company,ORG,1
councilat time,PERSON,1
